t_fore,alpha_deg_fore,t_hind,alpha_deg_hind
2.259612414780218,90.9833262581958,2.31802704433312,68.31682467808184
2.267957361859204,75.6038188057172,2.3633281856190447,73.57913541814116
2.279553587020912,60.696483013237525,2.4110135974989646,76.67680769775063
2.3033808106842875,48.36589581354065,2.453930468190893,73.28056459601021
2.339485479679084,50.855096752512395,2.495655203585823,76.30359417008685
2.370480997401033,64.09951181548115,2.5230743154167765,88.43303381915985
2.3955158386379907,76.06609465248266,2.551685562544729,101.68211405122427
2.4277034916569367,87.7332584547903,2.5888801838110664,106.9444247912836
2.4646596858638743,99.06961935757784,2.623213680364609,98.74305752087196
2.501615880070813,109.169710449979,2.647056386304569,87.22008985425259
2.539764209574749,106.93042928399632,2.664938415759539,72.48852255396821
2.568375456702701,92.8649444601674,2.673879430487024,55.590243384746714
2.591026027345663,80.10358645175438,2.6792440393235157,43.261756520919675
2.623213680364609,74.1576163860201,2.6840125805115074,29.726545917646263
2.6599864691412396,80.69603030336066,2.689973256996497,15.26244831218753
2.6923575275904934,78.91608886373331,2.698318204075483,0.690533465403746
2.7114316923424617,64.3607612848457,2.7064928461120408,-13.619539509590595
2.718754809166878,51.72481756251466,2.7245451806094394,-26.703339465118233
2.728121586500434,38.93558971275024,2.768654186598366,-30.584760152821673
2.7385858852185274,25.25627721962894,2.812763192587292,-34.831100734240636
2.748652805504288,12.567017279060224,2.858064333873216,-36.06760615922758
2.765077780707371,0.807829145526739,2.9021733398621423,-31.405829913681828
2.785344080756338,-11.550870241968369,2.9445792954267853,-27.503082738683588
2.8163395984782857,-22.94787834300132,2.9927756224339905,-24.65066506296739
2.8544879279822215,-26.74999115607602,3.040919547889679,-33.306348031477455
2.892636257486158,-23.46104694353903,3.067880146144865,-43.050091976792146
2.930784586990094,-23.997541389555636,3.1799408640626767,147.06487901514072
2.9689329164940306,-27.54306990236159,3.1847094052506693,132.1363379085892
3.0070812459979663,-26.726665310597127,3.1882858111416628,116.7226192160748
3.045229575501903,-24.767294290362315,3.191862217032657,103.1749681618794
3.0833779050058387,-30.062261214092132,3.196630758220649,88.39571246639355
3.118744585483446,-41.25866704400573,3.2025914347056395,73.08151738125616
3.135831858073751,-47.883207160037955,3.2121285170816227,58.650594311589884
3.259643623919115,143.53534536780614,3.2308775540253185,42.91794769543537
3.266966740743531,131.41479175510585,3.270940525066858,42.0301518796291
3.272927417228521,118.40208009056198,3.3089563950933494,53.205823624672576
3.278490715281179,103.67258619876452,3.350416211533392,62.07482842790501
3.28574287167125,89.1328091835295,3.3782327017966782,65.72921088627947
3.295577987871483,74.95069513230567,3.4135993822742856,69.79901554508933
3.3090888545707946,61.00183953587157,3.455324117669216,68.69003820574562
3.3408791291574076,52.88444530918423,3.503804286413801,65.88471652280623
3.376643188067348,61.321736845297664,3.53638931786508,74.76408836847372
3.4124072469772875,73.57447024904536,3.56023202380504,87.17343816329458
3.450555576481224,84.0244490236314,3.5900354062299904,98.57200132069272
3.4875117706881618,95.56141219753816,3.626991600436928,95.29083238998192
3.5244679648951003,104.45788966322368,3.650834306376888,83.30134781378285
3.562616294399036,100.11928240413216,3.675869147613846,69.21253714447494
3.5983803533089764,86.99349592674253,3.6889826358808246,55.73538197883829
3.634144412218916,78.75280794538048,3.696135447662813,40.98515400217059
3.6736682824501576,79.28930239139709,3.7032882594448,26.438120057231004
3.710441071226788,79.68584176453987,3.710441071226788,11.874498844395248
3.741436588948736,73.54181406537475,3.719978153602773,-3.004280458467747
3.7589780083188504,60.25541248054401,3.7295152359787567,-16.626574218195856
3.767663565482693,46.91302886656365,3.75097367132472,-28.289496957689153
3.7772006478586766,32.45100466959195,3.796274812610645,-28.64404980896984
3.786567425192232,18.40218116396227,3.843960224490565,-29.987618508559535
3.794060847059077,5.286391477492089,3.890453501073486,-30.103729383832615
3.808196165580625,-7.258914673834965,3.9369467776564098,-26.554054054052585
3.839191683302573,-20.125451040044027,3.981055783645336,-22.805331509518737
3.877340012806509,-25.023878590631057,4.030041706758344,-27.44976652044579
3.9154883423104447,-22.038170369320824,4.05616030735621,-37.2777227489255
3.9536366718143814,-18.912507075136546,4.069273795623188,-48.64829489174895
3.991785001318317,-18.00279910145605,4.165836754680026,146.67507821958077
4.029933330822254,-17.27969789160761,4.17537383705601,132.32294467242116
4.06808166032619,-18.679248620346694,4.184910919431994,118.207179692782
4.102220080194769,-25.78726989721622,4.194448001807978,104.23240649026025
4.128880560473088,-38.48622369564623,4.207561490074956,89.81036945696667
4.141994048740066,-47.1367801047104,4.233391088176579,72.66476227536475
4.257929206373122,143.94854605914816,4.268360390221854,66.64669414178638
4.268360390221854,130.55951075420978,4.308495611887453,73.06907693033406
4.2778974725978385,116.6106551577758,4.3422727786357305,80.45559466534644
4.287434554973823,101.82206912409822,4.379228972842669,85.26071883401767
