t,s_mm_fore,s_mm_hind,beta_deg_fore,beta_deg_hind,d_mm_fore,d_mm_hind
4.18,25.36192751993391,19.456915528514507,28.683975565428916,74.35791426799318,-1.918643114892584,-0.6041210592412916
4.2,24.692113401829367,17.39826964550516,34.07782294980836,84.69524648558333,-2.215286652718238,-0.7930216561220295
4.22,23.462754827014393,14.994547109717208,39.09020652724388,91.96763937731636,-2.658756899750851,-0.7161895882857461
4.24,21.685950274932143,12.82215089176428,47.37968396747983,94.52499028553126,-3.0507715873801633,-0.4642693747298406
4.26,19.622799528058597,10.831145250387696,58.12018043878756,93.80679817769082,-3.251339427083064,-0.2969126276469206
4.28,17.40386755060366,8.54518679845055,70.16525104951802,93.30290137692384,-3.19910157985751,0.1652023892022192
4.3,15.251279898049429,6.232550363087517,79.7477194334417,92.69911782482455,-2.87071260909605,0.6732066086004369
4.32,13.119610010472606,3.9448194746113168,85.44606996722027,91.7923207221533,-2.175183338511105,0.8669934629638105
4.34,10.878980801532403,1.5569938353726622,88.92943429333714,92.09505829786318,-1.1860200854852916,0.9877567413684656
4.36,8.785162889834679,-0.5809626330431295,90.5592169287828,92.160444067386,-0.0609904532951569,0.9284629650637748
4.38,6.674175175518563,-2.664088012406827,90.30620411974957,91.4409189710472,1.0098558289240749,0.5904312906140944
4.4,4.211552600490488,-4.6404924151598514,90.7152885410039,89.52980684859678,1.958918968183188,0.5073102929730396
4.42,1.794726215635718,-6.306353446248096,91.34104922151998,85.93615417102443,2.622283185161478,0.5232893727834085
4.44,-0.6916454471230988,-8.118542037003323,90.73675349016526,84.0434399419565,2.837363095418988,0.6911316463935004
4.46,-2.8803371870742382,-9.880499326006683,88.98730617132904,82.21462893053999,2.721918529211103,1.0297585603501824
4.48,-5.217272678570516,-11.76545115472724,87.46538079038133,82.43901866711444,2.464875988890239,1.6115080658763263
4.5,-7.455629168800491,-13.43175521681713,87.05493760473526,84.05835575139298,1.9943871630685748,2.117722377531162
4.5200000000000005,-9.39302577656975,-15.13020406577234,86.36712570167309,85.33473330463474,1.2868024937246885,2.3295496488145004
4.54,-11.02695709529772,-16.89002889842626,83.89280164705126,89.10981059437138,0.5885556436428099,2.356165820127511
4.5600000000000005,-12.76241385712054,-18.44101917884414,83.59951220546226,90.28434365295873,0.1490671970264186,2.2590131507101354
4.58,-14.659524836253558,-19.80434373062396,85.71513126165156,89.75650763861323,0.0470501456242104,1.7931911190595646
4.6000000000000005,-16.208936660590638,-20.709203116035734,85.64078989317008,89.94747288312777,0.1377499941949938,1.5138463563963882
4.62,-17.95328842175358,-21.37976207722346,86.65114823520135,86.20596796181854,0.4703786840208691,1.2586460724737047
4.64,-19.66091994586848,-21.758749966850843,89.34164887584257,82.2557558950917,1.0047526367471502,0.8166331599011573
4.66,-20.841458677982235,-21.674827534601455,89.02069244925038,76.40964980399744,1.5733010295834324,0.8276206154014095
4.68,-21.659532855449765,-21.39206516893613,87.57971061241541,68.47154772730843,2.0396806070101072,0.5909431218796419
4.7,-21.944972750052937,-20.8858368979605,82.97910000858455,61.93166439398053,2.3203795567038767,0.6805560267808329
4.72,-21.916935107636245,-20.090108663764603,72.98229101031178,59.33718677023009,2.3555937555912796,1.055035827178769
4.74,-21.75625257185351,-19.31168812807395,58.38217360254802,55.91134969041459,2.156524786487901,1.315786595524595
4.76,-21.343368901718367,-17.86814686303668,42.04470235480167,54.67872297239708,1.7102768256913168,1.6936352537410375
4.78,-20.759235696939797,-16.5179045570553,27.84003998706131,50.96503258105866,1.2728067344664105,2.373935121427305
4.8,-19.899694382182854,-14.733422436179731,22.03115530011239,45.75878455107965,0.8377330057799999,2.648729097470853
4.82,-18.422344281341655,-12.979568936709423,19.679115392188585,37.54423693296334,0.4580450575623929,2.739546148500327
4.84,-17.068995699873724,-10.983406712357418,21.802328144868703,28.615577406776424,0.4045803536082508,2.32958235801055
4.86,-15.350064924828928,-8.727505679290818,22.659567254024296,21.387605935739227,0.50055069502407,1.838344132816009
4.88,-13.542602535313767,-6.248573181912366,21.522847542544408,16.15468848967377,0.5484609045407348,1.35048871342842
4.9,-11.414100019882602,-3.6749174322184057,20.312482498096767,13.502550694387969,0.5114434363775555,0.6097518496409826
4.92,-8.977005104482433,-0.4277039125141196,18.914904025674385,10.147362727326586,0.3446511752669582,0.0976913948680853
